,open,high,low,close,volume,rsi,williams %R,mfi,retorno,sentimiento_textblob,sentimiento_vader,sentimiento_senticnet,sentimiento_lm,sentimiento_aleatorio
2013-02-27,28920.0,29000.0,28900.0,29000.0,3030770688.0,38.84038141158137,-85.0574712643678,39.44941747848363,1.0,0.0,0.0,0.0,0.0,0.0
2013-02-28,29000.0,29500.0,28780.0,28800.0,2503489024.0,36.148494444982575,-95.94594594594594,42.86491049007311,-1.0,0.0,0.0,0.0,0.0,0.0
2013-03-01,28800.0,28800.0,28400.0,28700.0,4721780736.0,34.84800756896652,-80.76923076923077,45.51913892778317,-1.0,0.0,0.0,-0.75,0.0,0.0
2013-03-04,28700.0,28700.0,28020.0,28020.0,2702770432.0,27.581480044022214,-100.0,48.916393473103994,-1.0,0.0,3.0,1.5,0.0,-0.75
2013-03-05,28020.0,28300.0,27800.0,27800.0,2975996672.0,25.713354096981945,-100.0,44.06252706570491,-1.0,0.0,1.0,0.5,0.0,-0.25
2013-03-06,27800.0,28260.0,27800.0,28260.0,2720366592.0,35.54379804226973,-78.70370370370371,44.76669715243142,1.0,0.0,0.75,0.0,-0.75,-0.75
2013-03-07,28260.0,28480.0,28160.0,28480.0,3247852544.0,39.6566345100566,-68.51851851851852,46.19003018176962,1.0,0.0,0.25,0.0,-0.25,-0.25
2013-03-08,28480.0,28480.0,28160.0,28320.0,6339204096.0,37.76909813313426,-72.3404255319149,42.39150008081257,-1.0,0.0,0.0,0.0,0.0,0.0
2013-03-11,28320.0,28520.0,28300.0,28500.0,3983201024.0,41.162024261183966,-62.76595744680851,52.34903852456139,1.0,0.0,0.0,0.75,0.0,-0.75
2013-03-12,28500.0,28600.0,28500.0,28600.0,665228224.0,43.02067499546866,-57.446808510638306,48.28662875586717,1.0,0.0,0.0,1.0,0.0,0.5
2013-03-13,28600.0,28600.0,28460.0,28460.0,156131552.0,41.06487995114973,-64.8936170212766,56.047879520912005,-1.0,0.0,0.0,-0.5,0.0,0.25
2013-03-14,28460.0,28460.0,28200.0,28200.0,738517824.0,37.64230963368986,-78.72340425531915,50.340522225870934,-1.0,0.0,0.0,-0.25,0.0,0.0
2013-03-15,28200.0,28500.0,27900.0,28500.0,7042873344.0,43.494337473396726,-58.82352941176471,52.58443538186462,1.0,0.0,0.0,0.0,0.0,0.0
2013-03-18,28500.0,28580.0,28100.0,28580.0,1800885504.0,44.977238484113094,-54.11764705882353,58.758271186967214,1.0,0.0,0.0,0.0,0.0,0.0
2013-03-19,28580.0,28600.0,28140.0,28140.0,999369088.0,38.92644529853506,-80.0,54.173036385066766,-1.0,0.0,0.75,1.5,0.0,0.75
2013-03-20,28140.0,28300.0,28120.0,28300.0,1243807104.0,41.98296394523324,-50.0,49.47739278311175,1.0,0.0,0.25,0.5,0.0,0.25
2013-03-21,28300.0,28300.0,27840.0,27840.0,1224171776.0,36.35040620884331,-95.55555555555556,54.404698488258006,-1.0,0.0,0.0,0.0,0.0,0.0
2013-03-22,27840.0,28000.0,27740.0,28000.0,587292928.0,39.39605810263956,-69.76744186046511,57.82518887721431,1.0,0.0,0.0,0.0,0.0,0.0
2013-03-26,28000.0,28580.0,28000.0,28580.0,930102528.0,48.9350084090305,-2.3255813953488373,64.43394305440704,1.0,0.0,0.0,0.0,0.0,0.0
2013-03-27,28580.0,28800.0,28500.0,28800.0,1939843200.0,52.01990217501758,0.0,63.5899231046688,1.0,0.0,0.0,0.0,0.0,0.0
2013-04-01,28800.0,28800.0,28400.0,28400.0,390454016.0,46.5174662580927,-37.735849056603776,58.477844473143584,-1.0,0.0,0.0,0.0,0.0,0.0
2013-04-02,28400.0,28400.0,28280.0,28280.0,234031008.0,44.98032428202469,-49.056603773584904,74.7322995491014,-1.0,0.0,0.0,0.0,0.0,0.0
2013-04-03,28280.0,28300.0,28200.0,28200.0,1718135936.0,43.93793251428306,-56.60377358490566,63.09032070056336,-1.0,0.0,0.0,0.0,0.0,0.0
2013-04-04,28200.0,28480.0,28100.0,28340.0,1418308096.0,46.28397043168648,-43.39622641509434,64.43960795502491,1.0,0.0,0.0,0.0,0.0,0.0
2013-04-05,28340.0,28340.0,28060.0,28060.0,1136301184.0,42.45720374910204,-69.81132075471697,61.510832805466855,-1.0,0.0,0.0,0.0,0.0,0.0
2013-04-08,28060.0,28100.0,27840.0,28080.0,394514816.0,42.82086381616931,-67.9245283018868,62.526334228787064,1.0,0.0,0.0,0.0,0.0,0.0
2013-04-09,28080.0,28600.0,28080.0,28600.0,6409628672.0,51.41773538423821,-18.867924528301888,61.41899913547696,1.0,0.0,0.0,0.0,0.0,0.0
2013-04-10,28600.0,28800.0,28600.0,28600.0,2462251520.0,51.41773538423821,-18.867924528301888,62.670021039042176,-1.0,0.0,-0.75,-0.75,0.0,0.0
2013-04-11,28600.0,29320.0,28600.0,29200.0,11136601088.0,59.55510174584302,-7.59493670886076,78.16462889583745,1.0,0.0,-0.25,-0.25,0.0,0.0
2013-04-12,29200.0,29380.0,29160.0,29380.0,8721652736.0,61.63139213703987,0.0,85.63923436726535,1.0,0.0,0.0,0.0,0.0,0.0
2013-04-15,29380.0,29380.0,28160.0,28160.0,2190983168.0,44.8322560057456,-74.39024390243902,83.5160662509955,-1.0,0.0,0.0,0.0,0.0,0.0
2013-04-16,28160.0,28680.0,28160.0,28620.0,524407840.0,50.329741319405834,-49.35064935064935,83.62255412087795,1.0,0.0,0.0,0.0,0.0,0.0
2013-04-17,28620.0,29000.0,28620.0,29000.0,4736663552.0,54.3745369813446,-24.675324675324674,85.0670773524032,1.0,0.0,0.0,0.0,0.0,0.0
2013-04-18,29000.0,29340.0,29000.0,29340.0,3667178496.0,57.69410134151043,-2.5974025974025974,85.65747722303608,1.0,0.0,0.0,0.0,0.0,0.0
2013-04-19,29340.0,29680.0,29300.0,29560.0,3351361024.0,59.73548542017075,-6.521739130434782,87.36399905350413,1.0,0.0,0.0,0.0,0.0,0.0
2013-04-22,29560.0,29700.0,29500.0,29680.0,2864360960.0,60.84530129716182,-1.0752688172043012,88.4883243000222,1.0,0.0,0.0,0.0,0.0,0.0
2013-04-23,29680.0,29680.0,29400.0,29600.0,2433551872.0,59.66460377714446,-5.376344086021505,87.099050063678,-1.0,0.0,0.0,0.0,0.0,0.0
2013-04-24,29600.0,29640.0,29500.0,29640.0,2055530240.0,60.081701970774446,-3.225806451612903,87.27542155343234,1.0,0.0,0.0,0.0,0.0,0.0
2013-04-25,29640.0,29880.0,29500.0,29880.0,1865443200.0,62.58187430323855,0.0,89.5523992871125,1.0,0.0,0.0,0.75,0.0,-0.75
2013-04-26,29880.0,30000.0,29660.0,29800.0,2607927808.0,61.20576265478365,-10.416666666666668,90.67646337069355,-1.0,0.0,0.0,0.25,0.0,-0.25
2013-04-29,29800.0,30000.0,29400.0,29900.0,1854790272.0,62.3210794791308,-5.434782608695652,86.13395722097015,1.0,0.0,0.0,0.0,0.0,0.0
2013-04-30,29900.0,30000.0,29500.0,30000.0,4642868736.0,63.45262469146304,0.0,86.74398401539182,1.0,0.0,0.0,0.0,0.0,0.0
2013-05-02,30000.0,30100.0,29740.0,30000.0,2956441856.0,63.452624691463036,-5.154639175257731,84.36573792918252,-1.0,0.0,0.0,0.0,0.0,0.0
2013-05-03,30000.0,30000.0,29760.0,29940.0,3874953728.0,62.15376711292809,-8.24742268041237,72.58971684614453,-1.0,0.0,0.0,0.0,0.0,0.0
2013-05-06,29940.0,29980.0,29580.0,29960.0,2790619904.0,62.42983662884216,-7.216494845360824,71.32814487199408,1.0,0.0,0.0,0.0,0.0,0.0
2013-05-07,29960.0,30060.0,29740.0,30000.0,1572407296.0,63.010980015852496,-6.756756756756757,73.30411705399065,1.0,-0.75,1.5,1.5,-0.75,0.75
2013-05-08,30000.0,30380.0,29360.0,29580.0,6354033664.0,53.6304819387584,-57.971014492753625,59.559916788323264,-1.0,-0.25,0.5,1.25,0.5,-0.5
2013-05-09,29580.0,29580.0,28600.0,28720.0,1078009984.0,40.37590711059637,-93.25842696629213,54.39239222491844,-1.0,0.0,0.0,0.25,0.25,-0.25
2013-05-10,28720.0,28720.0,27960.0,28320.0,3029014784.0,35.92820360669924,-85.12396694214877,46.65014590359451,-1.0,0.0,0.0,0.0,0.0,0.0
2013-05-14,28320.0,28600.0,28140.0,28500.0,1411470592.0,39.17526825265275,-77.68595041322314,44.55713279580903,1.0,0.0,0.0,0.0,0.0,0.0
2013-05-15,28500.0,28900.0,28100.0,28400.0,3534339328.0,38.022410153018356,-81.81818181818183,52.06749232566216,-1.0,0.0,0.0,0.0,0.0,0.0
2013-05-16,28400.0,28400.0,27900.0,27900.0,10049525760.0,32.82152441958456,-100.0,39.41105290605531,-1.0,0.0,0.0,0.0,0.0,0.0
2013-05-17,27900.0,28300.0,27900.0,28300.0,817172352.0,39.903603498895635,-83.87096774193549,37.961904255846676,1.0,0.0,0.0,0.0,0.0,0.0
2013-05-20,28300.0,28300.0,28180.0,28200.0,2288122112.0,38.8022857734022,-87.90322580645162,37.35389761404396,-1.0,0.0,0.0,0.0,0.0,0.0
2013-05-21,28200.0,28300.0,28200.0,28220.0,2630598400.0,39.16392570078302,-87.09677419354838,42.277291360691834,1.0,0.0,0.0,0.0,0.0,0.0
2013-05-22,28220.0,28480.0,28200.0,28340.0,3994001664.0,41.401431217335464,-82.25806451612904,41.18553153450652,1.0,0.0,0.0,0.0,0.0,0.0
2013-05-23,28340.0,28380.0,27920.0,27920.0,2078901120.0,36.360757534531224,-99.19354838709677,35.36972123923336,-1.0,-0.75,0.0,0.75,0.0,0.0
2013-05-24,27920.0,28200.0,27920.0,28160.0,1670114816.0,40.796508762469735,-89.51612903225806,41.121397734184406,1.0,-0.25,0.0,0.25,0.0,0.0
2013-05-27,28160.0,28480.0,28160.0,28480.0,2792982272.0,46.18276467352562,-76.61290322580645,47.668555399038006,1.0,0.0,0.0,0.0,0.0,0.0
2013-05-28,28480.0,28700.0,28200.0,28200.0,3893294080.0,42.536144541253506,-87.90322580645162,41.7198903300929,-1.0,0.0,0.0,0.0,0.0,0.0
2013-05-29,28200.0,28400.0,27900.0,27900.0,11263945728.0,38.98434275773784,-100.0,38.00548122981265,-1.0,0.0,0.0,0.0,0.0,0.0
2013-05-30,27900.0,28240.0,27900.0,28040.0,4205033216.0,41.44171208361673,-86.0,35.8256376165837,1.0,0.0,0.0,0.0,0.0,0.0
2013-05-31,28040.0,28040.0,27240.0,27500.0,35680071680.0,35.502386955156226,-84.33734939759037,22.47418193915426,-1.0,0.0,0.0,0.0,0.0,0.0
2013-06-04,27500.0,27540.0,27280.0,27400.0,6127003648.0,34.51585982993065,-90.36144578313254,19.76358690096161,-1.0,0.0,0.0,0.0,0.0,0.0
2013-06-05,27400.0,27500.0,27100.0,27120.0,1579783168.0,31.847357448051696,-98.75,16.168045435140126,-1.0,0.0,0.0,0.0,0.0,0.0
2013-06-06,27120.0,27440.0,27100.0,27380.0,514551264.0,36.73827067510335,-82.5,18.76015410623021,1.0,0.0,0.0,0.0,0.0,0.0
2013-06-07,27380.0,27560.0,27300.0,27300.0,1104833152.0,35.884933384310386,-87.5,19.025008662426778,-1.0,0.0,0.0,0.0,0.0,0.0
2013-06-11,27300.0,27300.0,27000.0,27040.0,3555671296.0,33.18696074489277,-97.6470588235294,15.889335356567777,-1.0,0.0,0.0,0.0,0.0,0.0
2013-06-12,27040.0,27040.0,26700.0,26720.0,3449972480.0,30.179507661448426,-99.0,12.490583739179582,-1.0,0.0,0.0,0.0,0.0,0.0
2013-06-13,26720.0,26980.0,26520.0,26520.0,2307886336.0,28.444526404842478,-100.0,7.681107793922102,-1.0,0.0,0.0,0.0,0.0,0.0
2013-06-14,26520.0,26700.0,26320.0,26320.0,2860355584.0,26.786169753547114,-100.0,7.62174762298186,-1.0,0.0,0.0,0.75,0.0,0.0
2013-06-17,26320.0,26860.0,26320.0,26400.0,5107729408.0,28.57984853772426,-96.63865546218487,11.14056658925698,1.0,0.0,0.0,0.0,0.0,0.0
2013-06-18,26400.0,27000.0,26400.0,27000.0,1997343744.0,40.3777746461184,-71.42857142857143,10.146783097916884,1.0,0.0,0.0,-0.75,0.0,0.75
2013-06-19,27000.0,27000.0,26540.0,26680.0,4773056512.0,36.878768345103346,-82.6923076923077,10.071486577036216,-1.0,0.0,0.0,-0.25,0.0,0.25
2013-06-20,26680.0,26680.0,26400.0,26540.0,2375197440.0,35.43212240343327,-88.54166666666666,11.306759425180939,-1.0,0.0,0.0,0.0,0.0,0.0
2013-06-21,26540.0,26540.0,25800.0,25800.0,3245565696.0,28.964553671000587,-100.0,11.49309496671206,-1.0,0.0,0.0,0.0,0.0,0.0
2013-06-24,25800.0,26400.0,25200.0,25700.0,4399403008.0,28.215043428879696,-78.8135593220339,20.132101938948832,-1.0,0.0,0.0,0.0,0.0,0.0
2013-06-25,25700.0,25740.0,25400.0,25400.0,2766312960.0,26.03819798943121,-91.52542372881356,21.978030157276685,-1.0,0.0,0.0,0.0,0.0,0.0
2013-06-26,25400.0,26040.0,25400.0,25620.0,6273221632.0,30.285895978086657,-82.20338983050848,33.43649791767406,1.0,0.0,0.0,0.0,0.0,0.0
2013-06-27,25620.0,26120.0,25620.0,25900.0,2872833024.0,35.373103799972014,-70.33898305084746,36.67320166549668,1.0,0.0,0.0,0.0,0.0,0.0
2013-06-28,25900.0,26400.0,25900.0,26400.0,4203606784.0,43.326225430208694,-42.857142857142854,40.511817868231596,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-02,26400.0,26400.0,25880.0,25900.0,2871245056.0,38.256192779535,-61.95652173913043,41.185145835317435,-1.0,0.0,0.0,0.0,0.0,0.0
2013-07-03,25900.0,25900.0,25500.0,25600.0,3794190080.0,35.5668783368025,-77.77777777777779,41.03169900502204,-1.0,0.0,0.0,0.0,0.0,0.0
2013-07-04,25600.0,25600.0,25560.0,25560.0,812586304.0,35.21145395614538,-80.0,42.356952147367736,-1.0,0.75,0.0,0.75,0.0,0.75
2013-07-05,25560.0,26000.0,25560.0,25640.0,1295414400.0,36.57655861354996,-75.55555555555556,46.55751051566462,1.0,0.25,0.0,0.25,0.0,0.25
2013-07-08,25640.0,25900.0,25400.0,25400.0,1573531136.0,34.245379536960996,-88.88888888888889,38.45609336487009,-1.0,0.0,0.0,0.0,0.0,0.0
2013-07-09,25400.0,25620.0,25400.0,25420.0,486420768.0,34.61933986623529,-87.77777777777777,34.97683751140217,1.0,0.0,0.0,-1.5,0.0,-0.75
2013-07-10,25420.0,25420.0,24800.0,24980.0,2042273920.0,30.508525707596206,-90.42553191489363,37.6307419785744,-1.0,0.0,0.0,-0.5,0.0,-0.25
2013-07-11,24980.0,25000.0,24780.0,24780.0,5837826048.0,28.83259960596466,-100.0,34.796629057779526,-1.0,0.0,0.0,0.0,0.0,0.0
2013-07-12,24780.0,25000.0,24500.0,25000.0,752908800.0,33.180825689020324,-73.68421052631578,37.03472504713575,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-15,25000.0,25600.0,25000.0,25600.0,16924440576.0,43.34719109022623,-42.10526315789473,60.36478005378627,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-16,25600.0,25600.0,25000.0,25500.0,15123806208.0,42.19491084343969,-47.368421052631575,48.93371900897042,-1.0,0.0,-0.75,-0.75,0.0,-0.75
2013-07-17,25500.0,25900.0,25500.0,25880.0,1944301312.0,47.86623565457549,-27.368421052631582,45.256365821234894,1.0,0.0,-0.25,-0.25,0.0,-0.25
2013-07-18,25880.0,26500.0,25880.0,26500.0,2889054208.0,55.532050506122935,0.0,45.313597901780135,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-19,26500.0,26540.0,26100.0,26100.0,2466289920.0,50.38462299111562,-21.568627450980394,39.33069872928459,-1.0,0.0,0.0,0.0,0.0,0.0
2013-07-22,26100.0,26120.0,25700.0,25700.0,744091392.0,45.81156851731393,-41.17647058823529,40.84645682739881,-1.0,0.0,0.0,0.0,0.0,0.0
2013-07-23,25700.0,26800.0,25700.0,26600.0,1496162688.0,55.58053992060796,-8.695652173913043,45.40437669699788,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-24,26600.0,26900.0,26600.0,26620.0,1508451328.0,55.77135734913773,-11.666666666666666,47.642623428879354,1.0,0.0,0.0,-0.75,0.0,0.0
2013-07-25,26620.0,26900.0,26520.0,26900.0,1256280192.0,58.461691881306685,0.0,47.653787439794016,1.0,0.0,0.0,-0.25,0.0,0.0
2013-07-26,26900.0,26900.0,26700.0,26900.0,2719238656.0,58.461691881306685,0.0,51.64520430473238,-1.0,0.0,0.0,0.0,0.0,0.0
2013-07-29,26900.0,26900.0,26700.0,26800.0,194930464.0,57.02494944624672,-4.166666666666666,51.90413543827096,-1.0,0.0,0.0,0.0,0.0,0.0
2013-07-30,26800.0,26900.0,26700.0,26900.0,2038370432.0,58.133011160628904,0.0,55.592680976284136,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-31,26900.0,26980.0,26780.0,26800.0,2800825344.0,56.56243030986771,-7.258064516129033,63.956622771041715,-1.0,0.0,0.0,0.0,0.0,0.0
2013-08-01,26800.0,26980.0,26800.0,26920.0,613013440.0,58.02785848380406,-3.0303030303030303,65.27148705402249,1.0,0.0,0.0,0.0,0.0,0.0
2013-08-02,26920.0,27480.0,26920.0,27140.0,1980982144.0,60.648945907321526,-13.709677419354838,52.0194191541721,1.0,0.0,0.0,0.0,0.0,0.0
2013-08-05,27140.0,27460.0,27100.0,27460.0,879017792.0,64.15531130565522,-1.0101010101010102,85.74982262881217,1.0,0.0,1.5,1.5,0.0,-0.75
2013-08-06,27460.0,27460.0,26500.0,26500.0,2925260800.0,49.81478731918481,-55.0561797752809,74.37539936155162,-1.0,0.0,0.5,0.5,0.0,-0.25
2013-08-08,26500.0,26760.0,26400.0,26400.0,4152176384.0,48.59622323863883,-60.67415730337079,59.6500109172219,-1.0,0.0,0.0,0.0,0.0,0.0
2013-08-09,26400.0,26640.0,26400.0,26600.0,4076566784.0,51.16899034761001,-49.43820224719101,70.89260859438618,1.0,0.0,0.0,0.0,0.0,0.0
2013-08-12,26600.0,26880.0,26600.0,26880.0,475208064.0,54.595243998669595,-33.70786516853933,73.28260447198812,1.0,0.0,0.0,0.0,0.0,0.0
2013-08-13,26880.0,27120.0,26880.0,27120.0,1283452928.0,57.357144206576166,-33.33333333333333,73.1067056774051,1.0,0.0,0.0,0.0,0.0,0.0
2013-08-14,27120.0,27480.0,27060.0,27480.0,18429718528.0,61.17239572361439,0.0,83.63479288245115,1.0,0.0,0.0,0.0,0.0,0.0
2013-08-15,27480.0,27480.0,27220.0,27220.0,3160552192.0,57.19250162735538,-24.074074074074073,77.3539961058726,-1.0,0.0,0.0,0.0,0.0,0.0
2013-08-16,27220.0,27220.0,26700.0,26700.0,1296713600.0,50.16314663122372,-72.22222222222221,73.72690033624491,-1.0,0.0,0.0,0.0,0.0,0.0
2013-08-20,26700.0,26700.0,26560.0,26700.0,2646991104.0,50.16314663122372,-72.22222222222221,69.91669720426916,-1.0,0.0,0.0,0.0,0.0,0.0
2013-08-21,26700.0,26900.0,26700.0,26900.0,678005248.0,52.75340404762674,-53.70370370370371,69.02213391223418,1.0,0.0,0.0,-0.75,0.0,0.0
2013-08-22,26900.0,26900.0,26620.0,26620.0,1751214336.0,48.9199436646871,-79.62962962962963,64.38645675518542,-1.0,0.0,0.0,-0.25,0.0,0.0
2013-08-23,26620.0,26680.0,26540.0,26540.0,661276544.0,47.850052627436185,-87.03703703703704,62.954012051165506,-1.0,0.0,0.0,0.0,0.0,0.0
2013-08-26,26540.0,26760.0,26540.0,26600.0,577099136.0,48.75526155536233,-81.48148148148148,61.7271836117269,1.0,0.0,0.0,0.0,0.0,0.0
2013-08-27,26600.0,26920.0,26600.0,26660.0,1793339392.0,49.69560301570401,-75.92592592592592,62.49859992552433,1.0,0.0,0.0,0.0,0.0,0.0
2013-08-28,26660.0,26700.0,26520.0,26660.0,5584448512.0,49.695603015703995,-75.92592592592592,59.00316123550991,-1.0,0.0,0.0,0.0,0.0,0.0
2013-08-29,26660.0,26680.0,26440.0,26440.0,1601334656.0,46.09841533257946,-96.29629629629629,62.3622969600246,-1.0,0.0,0.0,0.0,0.0,0.0
2013-08-30,26440.0,26600.0,26220.0,26380.0,6043731456.0,45.13877573116145,-87.3015873015873,51.04931556750727,-1.0,0.75,0.0,0.75,0.0,0.0
2013-09-02,26380.0,26400.0,26200.0,26240.0,979855680.0,42.89494668183927,-96.875,49.50240625318281,-1.0,0.0,0.0,0.0,0.0,0.0
2013-09-03,26240.0,26360.0,26020.0,26020.0,6110978048.0,39.56646218327993,-100.0,42.491600957092615,-1.0,0.0,0.0,0.0,0.0,0.0
2013-09-04,26020.0,26240.0,26000.0,26200.0,3537175808.0,43.433965110400585,-86.48648648648648,18.006273978423973,1.0,0.0,0.0,0.0,0.0,0.0
2013-09-05,26200.0,26500.0,26200.0,26500.0,1852952448.0,49.261967094769396,-59.01639344262295,23.997696812357713,1.0,0.0,0.0,0.0,0.0,0.0
2013-09-06,26500.0,26640.0,26220.0,26220.0,2524489984.0,44.639201895935884,-76.08695652173914,23.205740909504293,-1.0,0.0,0.0,0.0,0.0,0.0
2013-09-09,26220.0,26720.0,26220.0,26720.0,3450329088.0,53.102447098103006,-21.73913043478261,32.04131424594171,1.0,0.0,0.0,0.0,0.0,0.0
2013-09-10,26720.0,27300.0,26680.0,27300.0,2898007808.0,60.62256540013082,0.0,35.97591172640003,1.0,0.0,0.0,0.75,0.0,0.0
2013-09-11,27300.0,27300.0,26840.0,27240.0,1892582656.0,59.558601428619426,-4.615384615384616,40.72514850163837,-1.0,0.0,0.0,0.25,0.0,0.0
2013-09-12,27240.0,27240.0,26500.0,26860.0,1554510848.0,53.19136762211285,-33.84615384615385,39.80527077844191,-1.0,0.0,0.0,0.0,0.0,0.0
2013-09-13,26860.0,26860.0,26460.0,26600.0,4072628480.0,49.30725704998836,-53.84615384615385,35.29938227676803,-1.0,0.0,0.75,-0.75,0.0,0.0
2013-09-16,26600.0,26900.0,26600.0,26780.0,1407396736.0,51.92458024181384,-40.0,34.72344634798096,1.0,0.0,0.0,0.0,0.0,0.0
2013-09-17,26780.0,27100.0,26600.0,27100.0,2802283520.0,56.249306836134856,-15.384615384615385,44.063469579716376,1.0,0.0,0.0,0.0,0.0,0.0
2013-09-18,27100.0,27100.0,26640.0,27000.0,3755963904.0,54.596452055839364,-23.076923076923077,41.795583533893634,-1.0,0.0,0.0,0.0,0.0,0.0
2013-09-19,27000.0,27100.0,26700.0,26920.0,2995369728.0,53.24842393661675,-29.230769230769234,44.90906958129905,-1.0,0.0,0.0,0.0,0.0,0.0
2013-09-20,26920.0,27060.0,26700.0,26700.0,3652789248.0,49.62007283802792,-46.15384615384615,42.044470174827545,-1.0,0.0,0.0,0.0,0.0,0.0
2013-09-23,26700.0,26980.0,26700.0,26920.0,1755072384.0,53.06429070894608,-29.230769230769234,51.30996150785707,1.0,0.0,0.0,0.0,0.0,0.0
2013-09-24,26920.0,27000.0,26900.0,27000.0,3428626176.0,54.28810163860938,-27.27272727272727,51.308684672109614,1.0,0.0,0.0,0.0,0.0,0.0
2013-09-25,27000.0,27000.0,26660.0,26960.0,3104951040.0,53.536452404688816,-31.48148148148148,44.987659387169884,-1.0,0.0,0.0,0.0,0.0,0.0
2013-09-26,26960.0,27300.0,26760.0,26760.0,938951168.0,49.82206677104443,-50.0,49.317239775979644,-1.0,0.0,0.0,0.0,0.0,0.0
